Epoch 1, Train Loss: 14.9397, Valid Loss: 10.3519, SSIM MAE: 599.6464, Size MAE: 99.9446, Best Vloss: inf, Best SSIM MAE: inf, Best Size MAE: inf
Epoch 1617, Train Loss: 0.4947, Valid Loss: 0.4728, SSIM MAE: 0.1747, Size MAE: 0.0905, Best Vloss: 0.4594, Best SSIM MAE: 0.172391, Best Size MAE: 0.088909
Epoch 1618, Train Loss: 0.4992, Valid Loss: 0.4685, SSIM MAE: 0.1745, Size MAE: 0.0903, Best Vloss: 0.4594, Best SSIM MAE: 0.172391, Best Size MAE: 0.088909
Epoch 1619, Train Loss: 0.4981, Valid Loss: 0.4754, SSIM MAE: 0.1751, Size MAE: 0.0907, Best Vloss: 0.4594, Best SSIM MAE: 0.172391, Best Size MAE: 0.088909
Epoch 1620, Train Loss: 0.5022, Valid Loss: 0.4836, SSIM MAE: 0.1750, Size MAE: 0.0906, Best Vloss: 0.4594, Best SSIM MAE: 0.172391, Best Size MAE: 0.088909
Epoch 1621, Train Loss: 0.4973, Valid Loss: 0.4830, SSIM MAE: 0.1730, Size MAE: 0.0893, Best Vloss: 0.4594, Best SSIM MAE: 0.172391, Best Size MAE: 0.088909
Epoch 1622, Train Loss: 0.4985, Valid Loss: 0.4711, SSIM MAE: 0.1736, Size MAE: 0.0896, Best Vloss: 0.4594, Best SSIM MAE: 0.172391, Best Size MAE: 0.088909
Epoch 1623, Train Loss: 0.4960, Valid Loss: 0.4796, SSIM MAE: 0.1739, Size MAE: 0.0899, Best Vloss: 0.4594, Best SSIM MAE: 0.172391, Best Size MAE: 0.088909
Epoch 1624, Train Loss: 0.4977, Valid Loss: 0.4751, SSIM MAE: 0.1763, Size MAE: 0.0914, Best Vloss: 0.4594, Best SSIM MAE: 0.172391, Best Size MAE: 0.088909
Epoch 1625, Train Loss: 0.4965, Valid Loss: 0.4767, SSIM MAE: 0.1756, Size MAE: 0.0910, Best Vloss: 0.4594, Best SSIM MAE: 0.172391, Best Size MAE: 0.088909
Epoch 1626, Train Loss: 0.4987, Valid Loss: 0.4685, SSIM MAE: 0.1733, Size MAE: 0.0895, Best Vloss: 0.4594, Best SSIM MAE: 0.172391, Best Size MAE: 0.088909
Epoch 1627, Train Loss: 0.4991, Valid Loss: 0.4782, SSIM MAE: 0.1743, Size MAE: 0.0901, Best Vloss: 0.4594, Best SSIM MAE: 0.172391, Best Size MAE: 0.088909
Epoch 1628, Train Loss: 0.4933, Valid Loss: 0.4661, SSIM MAE: 0.1729, Size MAE: 0.0893, Best Vloss: 0.4594, Best SSIM MAE: 0.172391, Best Size MAE: 0.088909
Epoch 1629, Train Loss: 0.4999, Valid Loss: 0.4663, SSIM MAE: 0.1731, Size MAE: 0.0893, Best Vloss: 0.4594, Best SSIM MAE: 0.172391, Best Size MAE: 0.088909
Epoch 1630, Train Loss: 0.4981, Valid Loss: 0.4746, SSIM MAE: 0.1755, Size MAE: 0.0910, Best Vloss: 0.4594, Best SSIM MAE: 0.172391, Best Size MAE: 0.088909
Epoch 1631, Train Loss: 0.4983, Valid Loss: 0.4757, SSIM MAE: 0.1754, Size MAE: 0.0909, Best Vloss: 0.4594, Best SSIM MAE: 0.172391, Best Size MAE: 0.088909
Epoch 1632, Train Loss: 0.5037, Valid Loss: 0.4730, SSIM MAE: 0.1739, Size MAE: 0.0899, Best Vloss: 0.4594, Best SSIM MAE: 0.172391, Best Size MAE: 0.088909
Epoch 1633, Train Loss: 0.5009, Valid Loss: 0.4796, SSIM MAE: 0.1768, Size MAE: 0.0918, Best Vloss: 0.4594, Best SSIM MAE: 0.172391, Best Size MAE: 0.088909
Epoch 1634, Train Loss: 0.4987, Valid Loss: 0.4755, SSIM MAE: 0.1764, Size MAE: 0.0915, Best Vloss: 0.4594, Best SSIM MAE: 0.172391, Best Size MAE: 0.088909
Epoch 1635, Train Loss: 0.4976, Valid Loss: 0.4741, SSIM MAE: 0.1743, Size MAE: 0.0903, Best Vloss: 0.4594, Best SSIM MAE: 0.172391, Best Size MAE: 0.088909
Epoch 1636, Train Loss: 0.4953, Valid Loss: 0.4831, SSIM MAE: 0.1748, Size MAE: 0.0906, Best Vloss: 0.4594, Best SSIM MAE: 0.172391, Best Size MAE: 0.088909
Epoch 1637, Train Loss: 0.4974, Valid Loss: 0.4894, SSIM MAE: 0.1726, Size MAE: 0.0892, Best Vloss: 0.4594, Best SSIM MAE: 0.172391, Best Size MAE: 0.088909
Epoch 1638, Train Loss: 0.4962, Valid Loss: 0.4758, SSIM MAE: 0.1746, Size MAE: 0.0905, Best Vloss: 0.4594, Best SSIM MAE: 0.172391, Best Size MAE: 0.088909
Epoch 1639, Train Loss: 0.5019, Valid Loss: 0.4693, SSIM MAE: 0.1740, Size MAE: 0.0901, Best Vloss: 0.4594, Best SSIM MAE: 0.172391, Best Size MAE: 0.088909
Epoch 1640, Train Loss: 0.4950, Valid Loss: 0.4734, SSIM MAE: 0.1733, Size MAE: 0.0898, Best Vloss: 0.4594, Best SSIM MAE: 0.172391, Best Size MAE: 0.088909
Epoch 1641, Train Loss: 0.4973, Valid Loss: 0.4775, SSIM MAE: 0.1739, Size MAE: 0.0902, Best Vloss: 0.4594, Best SSIM MAE: 0.172391, Best Size MAE: 0.088909
Epoch 1642, Train Loss: 0.4965, Valid Loss: 0.4672, SSIM MAE: 0.1728, Size MAE: 0.0894, Best Vloss: 0.4594, Best SSIM MAE: 0.172391, Best Size MAE: 0.088909
Epoch 1643, Train Loss: 0.5020, Valid Loss: 0.4653, SSIM MAE: 0.1740, Size MAE: 0.0902, Best Vloss: 0.4594, Best SSIM MAE: 0.172391, Best Size MAE: 0.088909
Epoch 1644, Train Loss: 0.4999, Valid Loss: 0.4720, SSIM MAE: 0.1722, Size MAE: 0.0891, Best Vloss: 0.4594, Best SSIM MAE: 0.172391, Best Size MAE: 0.088909
Epoch 1645, Train Loss: 0.4995, Valid Loss: 0.4672, SSIM MAE: 0.1745, Size MAE: 0.0905, Best Vloss: 0.4594, Best SSIM MAE: 0.172184, Best Size MAE: 0.088909
Epoch 1646, Train Loss: 0.4963, Valid Loss: 0.4644, SSIM MAE: 0.1731, Size MAE: 0.0897, Best Vloss: 0.4594, Best SSIM MAE: 0.172184, Best Size MAE: 0.088909
Epoch 1647, Train Loss: 0.4965, Valid Loss: 0.4903, SSIM MAE: 0.1746, Size MAE: 0.0906, Best Vloss: 0.4594, Best SSIM MAE: 0.172184, Best Size MAE: 0.088909
Epoch 1648, Train Loss: 0.4974, Valid Loss: 0.4760, SSIM MAE: 0.1739, Size MAE: 0.0901, Best Vloss: 0.4594, Best SSIM MAE: 0.172184, Best Size MAE: 0.088909
Epoch 1649, Train Loss: 0.5007, Valid Loss: 0.4734, SSIM MAE: 0.1735, Size MAE: 0.0899, Best Vloss: 0.4594, Best SSIM MAE: 0.172184, Best Size MAE: 0.088909
Epoch 1650, Train Loss: 0.4982, Valid Loss: 0.4654, SSIM MAE: 0.1733, Size MAE: 0.0897, Best Vloss: 0.4594, Best SSIM MAE: 0.172184, Best Size MAE: 0.088909
Epoch 1651, Train Loss: 0.4987, Valid Loss: 0.4826, SSIM MAE: 0.1731, Size MAE: 0.0896, Best Vloss: 0.4594, Best SSIM MAE: 0.172184, Best Size MAE: 0.088909
Epoch 1652, Train Loss: 0.4925, Valid Loss: 0.4641, SSIM MAE: 0.1735, Size MAE: 0.0899, Best Vloss: 0.4594, Best SSIM MAE: 0.172184, Best Size MAE: 0.088909
Epoch 1653, Train Loss: 0.4951, Valid Loss: 0.4874, SSIM MAE: 0.1736, Size MAE: 0.0899, Best Vloss: 0.4594, Best SSIM MAE: 0.172184, Best Size MAE: 0.088909
Epoch 1654, Train Loss: 0.4939, Valid Loss: 0.4788, SSIM MAE: 0.1734, Size MAE: 0.0898, Best Vloss: 0.4594, Best SSIM MAE: 0.172184, Best Size MAE: 0.088909
Epoch 1655, Train Loss: 0.5023, Valid Loss: 0.4780, SSIM MAE: 0.1747, Size MAE: 0.0906, Best Vloss: 0.4594, Best SSIM MAE: 0.172184, Best Size MAE: 0.088909
Epoch 1656, Train Loss: 0.4977, Valid Loss: 0.4808, SSIM MAE: 0.1727, Size MAE: 0.0894, Best Vloss: 0.4594, Best SSIM MAE: 0.172184, Best Size MAE: 0.088909
Epoch 1657, Train Loss: 0.5043, Valid Loss: 0.4671, SSIM MAE: 0.1740, Size MAE: 0.0901, Best Vloss: 0.4594, Best SSIM MAE: 0.172184, Best Size MAE: 0.088909
Epoch 1658, Train Loss: 0.4984, Valid Loss: 0.4715, SSIM MAE: 0.1736, Size MAE: 0.0900, Best Vloss: 0.4594, Best SSIM MAE: 0.172184, Best Size MAE: 0.088909
Epoch 1659, Train Loss: 0.4998, Valid Loss: 0.4670, SSIM MAE: 0.1736, Size MAE: 0.0899, Best Vloss: 0.4594, Best SSIM MAE: 0.172184, Best Size MAE: 0.088909
Epoch 1660, Train Loss: 0.4949, Valid Loss: 0.4715, SSIM MAE: 0.1726, Size MAE: 0.0893, Best Vloss: 0.4594, Best SSIM MAE: 0.172184, Best Size MAE: 0.088909
Epoch 1661, Train Loss: 0.5000, Valid Loss: 0.4725, SSIM MAE: 0.1737, Size MAE: 0.0900, Best Vloss: 0.4594, Best SSIM MAE: 0.172184, Best Size MAE: 0.088909
Epoch 1662, Train Loss: 0.5001, Valid Loss: 0.4680, SSIM MAE: 0.1741, Size MAE: 0.0902, Best Vloss: 0.4594, Best SSIM MAE: 0.172184, Best Size MAE: 0.088909
Epoch 1663, Train Loss: 0.4989, Valid Loss: 0.4656, SSIM MAE: 0.1721, Size MAE: 0.0890, Best Vloss: 0.4594, Best SSIM MAE: 0.172184, Best Size MAE: 0.088909
Epoch 1664, Train Loss: 0.4955, Valid Loss: 0.4710, SSIM MAE: 0.1736, Size MAE: 0.0900, Best Vloss: 0.4594, Best SSIM MAE: 0.172118, Best Size MAE: 0.088909
Epoch 1665, Train Loss: 0.4993, Valid Loss: 0.4741, SSIM MAE: 0.1735, Size MAE: 0.0899, Best Vloss: 0.4594, Best SSIM MAE: 0.172118, Best Size MAE: 0.088909
Epoch 1666, Train Loss: 0.4968, Valid Loss: 0.4632, SSIM MAE: 0.1722, Size MAE: 0.0891, Best Vloss: 0.4594, Best SSIM MAE: 0.172118, Best Size MAE: 0.088909
Epoch 1667, Train Loss: 0.4908, Valid Loss: 0.4724, SSIM MAE: 0.1725, Size MAE: 0.0894, Best Vloss: 0.4594, Best SSIM MAE: 0.172118, Best Size MAE: 0.088909
Epoch 1668, Train Loss: 0.5003, Valid Loss: 0.4764, SSIM MAE: 0.1739, Size MAE: 0.0902, Best Vloss: 0.4594, Best SSIM MAE: 0.172118, Best Size MAE: 0.088909
Epoch 1669, Train Loss: 0.4931, Valid Loss: 0.4755, SSIM MAE: 0.1726, Size MAE: 0.0894, Best Vloss: 0.4594, Best SSIM MAE: 0.172118, Best Size MAE: 0.088909
Epoch 1670, Train Loss: 0.4995, Valid Loss: 0.4668, SSIM MAE: 0.1727, Size MAE: 0.0894, Best Vloss: 0.4594, Best SSIM MAE: 0.172118, Best Size MAE: 0.088909
Epoch 1671, Train Loss: 0.4994, Valid Loss: 0.4749, SSIM MAE: 0.1746, Size MAE: 0.0906, Best Vloss: 0.4594, Best SSIM MAE: 0.172118, Best Size MAE: 0.088909
Epoch 1672, Train Loss: 0.4958, Valid Loss: 0.4668, SSIM MAE: 0.1734, Size MAE: 0.0899, Best Vloss: 0.4594, Best SSIM MAE: 0.172118, Best Size MAE: 0.088909
Epoch 1673, Train Loss: 0.4926, Valid Loss: 0.4619, SSIM MAE: 0.1723, Size MAE: 0.0891, Best Vloss: 0.4594, Best SSIM MAE: 0.172118, Best Size MAE: 0.088909
Epoch 1674, Train Loss: 0.4949, Valid Loss: 0.4763, SSIM MAE: 0.1719, Size MAE: 0.0890, Best Vloss: 0.4594, Best SSIM MAE: 0.172118, Best Size MAE: 0.088909
Epoch 1675, Train Loss: 0.4939, Valid Loss: 0.4814, SSIM MAE: 0.1745, Size MAE: 0.0906, Best Vloss: 0.4594, Best SSIM MAE: 0.171932, Best Size MAE: 0.088909
Epoch 1676, Train Loss: 0.4972, Valid Loss: 0.4746, SSIM MAE: 0.1725, Size MAE: 0.0893, Best Vloss: 0.4594, Best SSIM MAE: 0.171932, Best Size MAE: 0.088909
Epoch 1677, Train Loss: 0.4943, Valid Loss: 0.4601, SSIM MAE: 0.1726, Size MAE: 0.0894, Best Vloss: 0.4594, Best SSIM MAE: 0.171932, Best Size MAE: 0.088909
Epoch 1678, Train Loss: 0.4971, Valid Loss: 0.4754, SSIM MAE: 0.1725, Size MAE: 0.0893, Best Vloss: 0.4594, Best SSIM MAE: 0.171932, Best Size MAE: 0.088909
Epoch 1679, Train Loss: 0.4966, Valid Loss: 0.4703, SSIM MAE: 0.1742, Size MAE: 0.0905, Best Vloss: 0.4594, Best SSIM MAE: 0.171932, Best Size MAE: 0.088909
Epoch 1680, Train Loss: 0.4982, Valid Loss: 0.4783, SSIM MAE: 0.1729, Size MAE: 0.0897, Best Vloss: 0.4594, Best SSIM MAE: 0.171932, Best Size MAE: 0.088909
Epoch 1681, Train Loss: 0.4934, Valid Loss: 0.4768, SSIM MAE: 0.1721, Size MAE: 0.0892, Best Vloss: 0.4594, Best SSIM MAE: 0.171932, Best Size MAE: 0.088909
Epoch 1682, Train Loss: 0.4945, Valid Loss: 0.4712, SSIM MAE: 0.1718, Size MAE: 0.0890, Best Vloss: 0.4594, Best SSIM MAE: 0.171932, Best Size MAE: 0.088909
Epoch 1683, Train Loss: 0.5054, Valid Loss: 0.4656, SSIM MAE: 0.1723, Size MAE: 0.0894, Best Vloss: 0.4594, Best SSIM MAE: 0.171789, Best Size MAE: 0.088909
Epoch 1684, Train Loss: 0.4969, Valid Loss: 0.4665, SSIM MAE: 0.1726, Size MAE: 0.0896, Best Vloss: 0.4594, Best SSIM MAE: 0.171789, Best Size MAE: 0.088909
Epoch 1685, Train Loss: 0.4967, Valid Loss: 0.4657, SSIM MAE: 0.1723, Size MAE: 0.0894, Best Vloss: 0.4594, Best SSIM MAE: 0.171789, Best Size MAE: 0.088909
Epoch 1686, Train Loss: 0.4964, Valid Loss: 0.4737, SSIM MAE: 0.1726, Size MAE: 0.0896, Best Vloss: 0.4594, Best SSIM MAE: 0.171789, Best Size MAE: 0.088909
Epoch 1687, Train Loss: 0.4947, Valid Loss: 0.4740, SSIM MAE: 0.1729, Size MAE: 0.0898, Best Vloss: 0.4594, Best SSIM MAE: 0.171789, Best Size MAE: 0.088909
Epoch 1688, Train Loss: 0.4961, Valid Loss: 0.4704, SSIM MAE: 0.1713, Size MAE: 0.0887, Best Vloss: 0.4594, Best SSIM MAE: 0.171789, Best Size MAE: 0.088909
Epoch 1689, Train Loss: 0.4987, Valid Loss: 0.4776, SSIM MAE: 0.1756, Size MAE: 0.0913, Best Vloss: 0.4594, Best SSIM MAE: 0.171279, Best Size MAE: 0.088720
Epoch 1690, Train Loss: 0.4978, Valid Loss: 0.4739, SSIM MAE: 0.1721, Size MAE: 0.0892, Best Vloss: 0.4594, Best SSIM MAE: 0.171279, Best Size MAE: 0.088720
Epoch 1691, Train Loss: 0.4920, Valid Loss: 0.4798, SSIM MAE: 0.1736, Size MAE: 0.0901, Best Vloss: 0.4594, Best SSIM MAE: 0.171279, Best Size MAE: 0.088720
Epoch 1692, Train Loss: 0.4954, Valid Loss: 0.4835, SSIM MAE: 0.1746, Size MAE: 0.0907, Best Vloss: 0.4594, Best SSIM MAE: 0.171279, Best Size MAE: 0.088720
Epoch 1693, Train Loss: 0.4958, Valid Loss: 0.4807, SSIM MAE: 0.1745, Size MAE: 0.0907, Best Vloss: 0.4594, Best SSIM MAE: 0.171279, Best Size MAE: 0.088720
Epoch 1694, Train Loss: 0.5001, Valid Loss: 0.4668, SSIM MAE: 0.1723, Size MAE: 0.0893, Best Vloss: 0.4594, Best SSIM MAE: 0.171279, Best Size MAE: 0.088720
Epoch 1695, Train Loss: 0.4990, Valid Loss: 0.4653, SSIM MAE: 0.1732, Size MAE: 0.0899, Best Vloss: 0.4594, Best SSIM MAE: 0.171279, Best Size MAE: 0.088720
Epoch 1696, Train Loss: 0.4983, Valid Loss: 0.4664, SSIM MAE: 0.1714, Size MAE: 0.0887, Best Vloss: 0.4594, Best SSIM MAE: 0.171279, Best Size MAE: 0.088720
Epoch 1697, Train Loss: 0.4964, Valid Loss: 0.4699, SSIM MAE: 0.1719, Size MAE: 0.0891, Best Vloss: 0.4594, Best SSIM MAE: 0.171279, Best Size MAE: 0.088720
Epoch 1698, Train Loss: 0.4931, Valid Loss: 0.4875, SSIM MAE: 0.1729, Size MAE: 0.0896, Best Vloss: 0.4594, Best SSIM MAE: 0.171279, Best Size MAE: 0.088720
Epoch 1699, Train Loss: 0.4961, Valid Loss: 0.4645, SSIM MAE: 0.1724, Size MAE: 0.0893, Best Vloss: 0.4594, Best SSIM MAE: 0.171279, Best Size MAE: 0.088720
Epoch 1700, Train Loss: 0.5013, Valid Loss: 0.4698, SSIM MAE: 0.1744, Size MAE: 0.0906, Best Vloss: 0.4594, Best SSIM MAE: 0.171279, Best Size MAE: 0.088720
Epoch 1701, Train Loss: 0.4946, Valid Loss: 0.4603, SSIM MAE: 0.1716, Size MAE: 0.0889, Best Vloss: 0.4594, Best SSIM MAE: 0.171279, Best Size MAE: 0.088720
Epoch 1702, Train Loss: 0.4989, Valid Loss: 0.4819, SSIM MAE: 0.1737, Size MAE: 0.0902, Best Vloss: 0.4594, Best SSIM MAE: 0.171279, Best Size MAE: 0.088720
Epoch 1703, Train Loss: 0.4982, Valid Loss: 0.4672, SSIM MAE: 0.1740, Size MAE: 0.0904, Best Vloss: 0.4594, Best SSIM MAE: 0.171279, Best Size MAE: 0.088720
Epoch 1704, Train Loss: 0.4982, Valid Loss: 0.4734, SSIM MAE: 0.1737, Size MAE: 0.0902, Best Vloss: 0.4594, Best SSIM MAE: 0.171279, Best Size MAE: 0.088720
Epoch 1705, Train Loss: 0.4957, Valid Loss: 0.4713, SSIM MAE: 0.1723, Size MAE: 0.0894, Best Vloss: 0.4594, Best SSIM MAE: 0.171279, Best Size MAE: 0.088720
Epoch 1706, Train Loss: 0.5022, Valid Loss: 0.4671, SSIM MAE: 0.1732, Size MAE: 0.0899, Best Vloss: 0.4594, Best SSIM MAE: 0.171279, Best Size MAE: 0.088720
Epoch 1707, Train Loss: 0.4936, Valid Loss: 0.4799, SSIM MAE: 0.1715, Size MAE: 0.0888, Best Vloss: 0.4594, Best SSIM MAE: 0.171279, Best Size MAE: 0.088720
Epoch 1708, Train Loss: 0.4969, Valid Loss: 0.4697, SSIM MAE: 0.1740, Size MAE: 0.0903, Best Vloss: 0.4594, Best SSIM MAE: 0.171279, Best Size MAE: 0.088720
Epoch 1709, Train Loss: 0.4944, Valid Loss: 0.4728, SSIM MAE: 0.1724, Size MAE: 0.0895, Best Vloss: 0.4594, Best SSIM MAE: 0.171279, Best Size MAE: 0.088720
Epoch 1710, Train Loss: 0.4996, Valid Loss: 0.4623, SSIM MAE: 0.1730, Size MAE: 0.0898, Best Vloss: 0.4594, Best SSIM MAE: 0.171279, Best Size MAE: 0.088720
Epoch 1711, Train Loss: 0.4947, Valid Loss: 0.4657, SSIM MAE: 0.1707, Size MAE: 0.0883, Best Vloss: 0.4594, Best SSIM MAE: 0.171279, Best Size MAE: 0.088720
Epoch 1712, Train Loss: 0.4956, Valid Loss: 0.4698, SSIM MAE: 0.1735, Size MAE: 0.0901, Best Vloss: 0.4594, Best SSIM MAE: 0.170693, Best Size MAE: 0.088347
Epoch 1713, Train Loss: 0.4952, Valid Loss: 0.4741, SSIM MAE: 0.1722, Size MAE: 0.0894, Best Vloss: 0.4594, Best SSIM MAE: 0.170693, Best Size MAE: 0.088347
Epoch 1714, Train Loss: 0.4958, Valid Loss: 0.4702, SSIM MAE: 0.1741, Size MAE: 0.0906, Best Vloss: 0.4594, Best SSIM MAE: 0.170693, Best Size MAE: 0.088347
Epoch 1715, Train Loss: 0.4937, Valid Loss: 0.4719, SSIM MAE: 0.1707, Size MAE: 0.0885, Best Vloss: 0.4594, Best SSIM MAE: 0.170693, Best Size MAE: 0.088347
Epoch 1716, Train Loss: 0.4972, Valid Loss: 0.4727, SSIM MAE: 0.1714, Size MAE: 0.0890, Best Vloss: 0.4594, Best SSIM MAE: 0.170682, Best Size MAE: 0.088347
Epoch 1717, Train Loss: 0.4891, Valid Loss: 0.4685, SSIM MAE: 0.1698, Size MAE: 0.0880, Best Vloss: 0.4594, Best SSIM MAE: 0.170682, Best Size MAE: 0.088347
Epoch 1718, Train Loss: 0.4960, Valid Loss: 0.4631, SSIM MAE: 0.1701, Size MAE: 0.0882, Best Vloss: 0.4594, Best SSIM MAE: 0.169791, Best Size MAE: 0.087963
Epoch 1719, Train Loss: 0.4972, Valid Loss: 0.4701, SSIM MAE: 0.1720, Size MAE: 0.0893, Best Vloss: 0.4594, Best SSIM MAE: 0.169791, Best Size MAE: 0.087963
Epoch 1720, Train Loss: 0.4911, Valid Loss: 0.4736, SSIM MAE: 0.1725, Size MAE: 0.0897, Best Vloss: 0.4594, Best SSIM MAE: 0.169791, Best Size MAE: 0.087963
Epoch 1721, Train Loss: 0.4939, Valid Loss: 0.4739, SSIM MAE: 0.1701, Size MAE: 0.0882, Best Vloss: 0.4594, Best SSIM MAE: 0.169791, Best Size MAE: 0.087963
Epoch 1722, Train Loss: 0.4952, Valid Loss: 0.4684, SSIM MAE: 0.1712, Size MAE: 0.0889, Best Vloss: 0.4594, Best SSIM MAE: 0.169791, Best Size MAE: 0.087963
Epoch 1723, Train Loss: 0.4930, Valid Loss: 0.4687, SSIM MAE: 0.1713, Size MAE: 0.0889, Best Vloss: 0.4594, Best SSIM MAE: 0.169791, Best Size MAE: 0.087963
Epoch 1724, Train Loss: 0.4960, Valid Loss: 0.4688, SSIM MAE: 0.1722, Size MAE: 0.0895, Best Vloss: 0.4594, Best SSIM MAE: 0.169791, Best Size MAE: 0.087963
Epoch 1725, Train Loss: 0.4968, Valid Loss: 0.4760, SSIM MAE: 0.1737, Size MAE: 0.0903, Best Vloss: 0.4594, Best SSIM MAE: 0.169791, Best Size MAE: 0.087963
Epoch 1726, Train Loss: 0.4930, Valid Loss: 0.4689, SSIM MAE: 0.1711, Size MAE: 0.0888, Best Vloss: 0.4594, Best SSIM MAE: 0.169791, Best Size MAE: 0.087963
Epoch 1727, Train Loss: 0.4968, Valid Loss: 0.4643, SSIM MAE: 0.1715, Size MAE: 0.0890, Best Vloss: 0.4594, Best SSIM MAE: 0.169791, Best Size MAE: 0.087963
Epoch 1728, Train Loss: 0.4959, Valid Loss: 0.4746, SSIM MAE: 0.1757, Size MAE: 0.0915, Best Vloss: 0.4594, Best SSIM MAE: 0.169791, Best Size MAE: 0.087963
Epoch 1729, Train Loss: 0.4919, Valid Loss: 0.4768, SSIM MAE: 0.1721, Size MAE: 0.0893, Best Vloss: 0.4594, Best SSIM MAE: 0.169791, Best Size MAE: 0.087963
Epoch 1730, Train Loss: 0.4940, Valid Loss: 0.4649, SSIM MAE: 0.1729, Size MAE: 0.0897, Best Vloss: 0.4594, Best SSIM MAE: 0.169791, Best Size MAE: 0.087963
Epoch 1731, Train Loss: 0.4960, Valid Loss: 0.4700, SSIM MAE: 0.1729, Size MAE: 0.0898, Best Vloss: 0.4594, Best SSIM MAE: 0.169791, Best Size MAE: 0.087963
Epoch 1732, Train Loss: 0.4984, Valid Loss: 0.4721, SSIM MAE: 0.1733, Size MAE: 0.0900, Best Vloss: 0.4594, Best SSIM MAE: 0.169791, Best Size MAE: 0.087963
Epoch 1733, Train Loss: 0.4934, Valid Loss: 0.4668, SSIM MAE: 0.1737, Size MAE: 0.0903, Best Vloss: 0.4594, Best SSIM MAE: 0.169791, Best Size MAE: 0.087963
Epoch 1734, Train Loss: 0.4965, Valid Loss: 0.4653, SSIM MAE: 0.1712, Size MAE: 0.0888, Best Vloss: 0.4594, Best SSIM MAE: 0.169791, Best Size MAE: 0.087963
Epoch 1735, Train Loss: 0.4964, Valid Loss: 0.4659, SSIM MAE: 0.1743, Size MAE: 0.0906, Best Vloss: 0.4594, Best SSIM MAE: 0.169791, Best Size MAE: 0.087963
Epoch 1736, Train Loss: 0.4979, Valid Loss: 0.4661, SSIM MAE: 0.1711, Size MAE: 0.0888, Best Vloss: 0.4594, Best SSIM MAE: 0.169791, Best Size MAE: 0.087963
Epoch 1737, Train Loss: 0.4934, Valid Loss: 0.4654, SSIM MAE: 0.1718, Size MAE: 0.0892, Best Vloss: 0.4594, Best SSIM MAE: 0.169791, Best Size MAE: 0.087963
Epoch 1738, Train Loss: 0.4980, Valid Loss: 0.4745, SSIM MAE: 0.1725, Size MAE: 0.0896, Best Vloss: 0.4594, Best SSIM MAE: 0.169791, Best Size MAE: 0.087963
Epoch 1739, Train Loss: 0.4925, Valid Loss: 0.4652, SSIM MAE: 0.1724, Size MAE: 0.0896, Best Vloss: 0.4594, Best SSIM MAE: 0.169791, Best Size MAE: 0.087963
Epoch 1740, Train Loss: 0.4879, Valid Loss: 0.4689, SSIM MAE: 0.1701, Size MAE: 0.0882, Best Vloss: 0.4594, Best SSIM MAE: 0.169791, Best Size MAE: 0.087963
Epoch 1741, Train Loss: 0.4926, Valid Loss: 0.4953, SSIM MAE: 0.1721, Size MAE: 0.0894, Best Vloss: 0.4594, Best SSIM MAE: 0.169791, Best Size MAE: 0.087963
Epoch 1742, Train Loss: 0.4937, Valid Loss: 0.4654, SSIM MAE: 0.1707, Size MAE: 0.0886, Best Vloss: 0.4594, Best SSIM MAE: 0.169791, Best Size MAE: 0.087963
Epoch 1743, Train Loss: 0.4972, Valid Loss: 0.4691, SSIM MAE: 0.1727, Size MAE: 0.0898, Best Vloss: 0.4594, Best SSIM MAE: 0.169791, Best Size MAE: 0.087963
Epoch 1744, Train Loss: 0.4947, Valid Loss: 0.4748, SSIM MAE: 0.1707, Size MAE: 0.0887, Best Vloss: 0.4594, Best SSIM MAE: 0.169791, Best Size MAE: 0.087963
Epoch 1745, Train Loss: 0.4904, Valid Loss: 0.4659, SSIM MAE: 0.1717, Size MAE: 0.0892, Best Vloss: 0.4594, Best SSIM MAE: 0.169791, Best Size MAE: 0.087963
Epoch 1746, Train Loss: 0.4921, Valid Loss: 0.4673, SSIM MAE: 0.1709, Size MAE: 0.0888, Best Vloss: 0.4594, Best SSIM MAE: 0.169791, Best Size MAE: 0.087963
Epoch 1747, Train Loss: 0.4929, Valid Loss: 0.4772, SSIM MAE: 0.1700, Size MAE: 0.0882, Best Vloss: 0.4594, Best SSIM MAE: 0.169791, Best Size MAE: 0.087963
Epoch 1748, Train Loss: 0.4904, Valid Loss: 0.4612, SSIM MAE: 0.1712, Size MAE: 0.0890, Best Vloss: 0.4594, Best SSIM MAE: 0.169791, Best Size MAE: 0.087963
Epoch 1749, Train Loss: 0.4976, Valid Loss: 0.4797, SSIM MAE: 0.1733, Size MAE: 0.0902, Best Vloss: 0.4594, Best SSIM MAE: 0.169791, Best Size MAE: 0.087963
Epoch 1750, Train Loss: 0.4937, Valid Loss: 0.4630, SSIM MAE: 0.1726, Size MAE: 0.0898, Best Vloss: 0.4594, Best SSIM MAE: 0.169791, Best Size MAE: 0.087963
Epoch 1751, Train Loss: 0.4953, Valid Loss: 0.4645, SSIM MAE: 0.1712, Size MAE: 0.0889, Best Vloss: 0.4594, Best SSIM MAE: 0.169791, Best Size MAE: 0.087963
Epoch 1752, Train Loss: 0.4963, Valid Loss: 0.4616, SSIM MAE: 0.1705, Size MAE: 0.0885, Best Vloss: 0.4594, Best SSIM MAE: 0.169791, Best Size MAE: 0.087963
